species	family	pmid	compound	compound_id	gene	gene_id	disease	disease_id	np_gene_rel	gene_disease_rel
Momordica Charantia	Cucurbitaceae	39696286	NA	NA	PDK3	236900	Head and Neck Neoplasms	D006258	NA	Association
Momordica Charantia	Cucurbitaceae	39696286	NA	NA	ACLY	104112	Head and Neck Neoplasms	D006258	NA	Association
Momordica Charantia	Cucurbitaceae	39696286	NA	NA	PKM	5315	Head and Neck Neoplasms	D006258	NA	Association
Momordica Charantia	Cucurbitaceae	39696286	NA	NA	LDHA	3939	Head and Neck Neoplasms	D006258	NA	Association
Momordica Charantia	Cucurbitaceae	22554586	NA	NA	COL11A2	1302	Neoplasms	D009369	NA	Association
Momordica Charantia	Cucurbitaceae	21911444	NA	NA	BAX	581	Prostatic Neoplasms	D011471	NA	Association
Momordica Charantia	Cucurbitaceae	40252569	NA	NA	CDH2	1000	Neoplasms	D009369	NA	Association
Momordica Charantia	Cucurbitaceae	33753145	NA	NA	CASP3	836	Neoplasms	D009369	NA	Association
Momordica Charantia	Cucurbitaceae	29061560	NA	NA	PDCD1	18566	Mouth Neoplasms	D009062	NA	Association
Momordica Charantia	Cucurbitaceae	39696286	NA	NA	PFKP	5214	Head and Neck Neoplasms	D006258	NA	Association
Momordica Charantia	Cucurbitaceae	22191569	NA	NA	AKT1	207	Adrenal Cortex Neoplasms	D000306	NA	Association
Momordica Charantia	Cucurbitaceae	32814169	NA	NA	LOC111023553	111023553	Ovarian Neoplasms	D010051	NA	Association
Momordica Charantia	Cucurbitaceae	32814169	NA	NA	LOC111023553	111023553	Neoplasms	D009369	NA	Association
Momordica Charantia	Cucurbitaceae	21911444	NA	NA	PARP1	142	Prostatic Neoplasms	D011471	NA	Association
Momordica Charantia	Cucurbitaceae	29559516	NA	NA	IL23A	83430	Mouth Neoplasms	D009062	NA	Association
Momordica Charantia	Cucurbitaceae	29061560	NA	NA	MMP9	17395	Carcinogenesis	D063646	NA	Association
Momordica Charantia	Cucurbitaceae	22191569	NA	NA	CASP3	836	Adrenal Cortex Neoplasms	D000306	NA	Association
Momordica Cochinchinensis	Cucurbitaceae	34952294	NA	NA	IFNG	15978	Neoplasms	D009369	NA	Association
Momordica Cochinchinensis	Cucurbitaceae	34907814	NA	NA	ABL1	25	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	D015464	NA	Association
Momordica Cochinchinensis	Cucurbitaceae	24606426	NA	NA	MMP9	4318	Breast Neoplasms	D001943	NA	Association
Momordica Cochinchinensis	Cucurbitaceae	23020228	NA	NA	PARP1	142	Stomach Neoplasms	D013274	NA	Association
Momordica Cochinchinensis	Cucurbitaceae	24606426	NA	NA	MMP2	4313	Breast Neoplasms	D001943	NA	Association
Momordica Cochinchinensis	Cucurbitaceae	34907814	NA	NA	MCL1	4170	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	D015464	NA	Association
Momordica Cochinchinensis	Cucurbitaceae	38809629	NA	NA	GLS	2744	Colorectal Neoplasms	D015179	NA	Association
Momordica Cochinchinensis	Cucurbitaceae	38809629	NA	NA	GLS	2744	Neoplasms	D009369	NA	Association
Momordica Cochinchinensis	Cucurbitaceae	27734947	NA	NA	SST	6750	Neoplasms	D009369	NA	Association
Momordica Cochinchinensis	Cucurbitaceae	34952294	NA	NA	IL4	16189	Neoplasms	D009369	NA	Association
Momordica Cochinchinensis	Cucurbitaceae	25649746	NA	NA	MMP2	4313	Neoplasm Metastasis	D009362	NA	Association
Momordica Cochinchinensis	Cucurbitaceae	23020228	NA	NA	TP53	7157	Stomach Neoplasms	D013274	NA	Association
Momordica Cochinchinensis	Cucurbitaceae	25649746	NA	NA	STAT3	6774	Neoplasm Metastasis	D009362	NA	Association
Morinda Citrifolia	Rubiaceae	22179285	NA	NA	PTK2B	2185	Lung Neoplasms	D008175	NA	Association
Morinda Citrifolia	Rubiaceae	35346647	NA	NA	EREG	2069	Breast Neoplasms	D001943	NA	Association
Morinda Citrifolia	Rubiaceae	35819953	morindone	C575654	KRAS	3845	NA	NA	DIRECT-REGULATOR	NA
Morinda Citrifolia	Rubiaceae	35819953	rubiadin	C072500	KRAS	3845	NA	NA	DIRECT-REGULATOR	NA
Morinda Citrifolia	Rubiaceae	32648127	NA	NA	ANXA5	308	Lung Neoplasms	D008175	NA	Association
Morinda Citrifolia	Rubiaceae	31353737	NA	NA	NFKB1	4790	Leukemia	D007938	NA	Association
Morinda Citrifolia	Rubiaceae	31353737	NA	NA	NFKB1	4790	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	31353737	NA	NA	VEGFA	7422	Leukemia	D007938	NA	Association
Morinda Citrifolia	Rubiaceae	31353737	NA	NA	VEGFA	7422	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	27106908	NA	NA	NFE2L2	18024	Liver Neoplasms	D008113	NA	Association
Morinda Citrifolia	Rubiaceae	27106908	NA	NA	NFE2L2	18024	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	35346647	tpck	-	NFKB1	4790	NA	NA	INHIBITOR	NA
Morinda Citrifolia	Rubiaceae	31353737	NA	NA	CASP8	841	NA	NA	NA	NA
Morinda Citrifolia	Rubiaceae	31353737	scopoletin	D012603	CASP8	841	NA	NA	ACTIVATOR	NA
Morinda Citrifolia	Rubiaceae	35346647	NA	NA	ESR1	2099	Breast Neoplasms	D001943	NA	Association
Morinda Citrifolia	Rubiaceae	26765787	NA	NA	MTOR	56717	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	27106908	NA	NA	IL10	16153	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	27106908	NA	NA	IL10	16153	Liver Neoplasms	D008113	NA	Association
Morinda Citrifolia	Rubiaceae	31353737	NA	NA	TRP53	22059	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	31353737	NA	NA	TRP53	22059	Leukemia	D007938	NA	Association
Morinda Citrifolia	Rubiaceae	35819953	morindone	C575654	CTNNB1	1499	NA	NA	DIRECT-REGULATOR	NA
Morinda Citrifolia	Rubiaceae	35819953	rubiadin	C072500	CTNNB1	1499	NA	NA	DIRECT-REGULATOR	NA
Morinda Citrifolia	Rubiaceae	35346647	NA	NA	FOXO1	2308	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	27106908	NA	NA	CASP9	12371	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	27106908	NA	NA	CASP9	12371	Lung Neoplasms	D008175	NA	Association
Morinda Citrifolia	Rubiaceae	27106908	NA	NA	NR3C1	14815	Liver Neoplasms	D008113	NA	Association
Morinda Citrifolia	Rubiaceae	27106908	NA	NA	NR3C1	14815	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	27137679	NA	NA	SKP2	6502	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	27106908	NA	NA	IL4	16189	Liver Neoplasms	D008113	NA	Association
Morinda Citrifolia	Rubiaceae	27106908	NA	NA	IL4	16189	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	32648127	NA	NA	AKT1	207	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	32648127	NA	NA	AKT1	207	Lung Neoplasms	D008175	NA	Association
Morinda Citrifolia	Rubiaceae	27106908	NA	NA	BIRC5	11799	Liver Neoplasms	D008113	NA	Association
Morinda Citrifolia	Rubiaceae	27106908	NA	NA	BIRC5	11799	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	32648127	NA	NA	CASP3	836	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	26765787	NA	NA	MDM2	17246	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	27106908	NA	NA	STAT3	20848	Liver Neoplasms	D008113	NA	Association
Morinda Citrifolia	Rubiaceae	27106908	NA	NA	STAT3	20848	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	35346647	NA	NA	AKT1	207	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	35346647	NA	NA	AKT1	207	Breast Neoplasms	D001943	NA	Association
Morinda Citrifolia	Rubiaceae	27137679	NA	NA	LRP6	4040	NA	NA	NA	NA
Morinda Citrifolia	Rubiaceae	31353737	NA	NA	IL4	16189	Leukemia	D007938	NA	Association
Morinda Citrifolia	Rubiaceae	31353737	NA	NA	IL4	16189	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	32648127	NA	NA	PCNA	5111	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	22179285	NA	NA	HIF1A	3091	Lung Neoplasms	D008175	NA	Association
Morinda Citrifolia	Rubiaceae	31353737	NA	NA	CASP3	836	NA	NA	NA	NA
Morinda Citrifolia	Rubiaceae	31353737	scopoletin	D012603	CASP3	836	NA	NA	ACTIVATOR	NA
Morinda Citrifolia	Rubiaceae	37642925	NA	NA	GINS2	51659	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	38423379	morindone	C575654	KRAS	3845	Colorectal Neoplasms	D015179	INDIRECT-DOWNREGULATOR	Association
Morinda Citrifolia	Rubiaceae	27106908	NA	NA	TRP53	22059	Liver Neoplasms	D008113	NA	Association
Morinda Citrifolia	Rubiaceae	27106908	NA	NA	TRP53	22059	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	31353737	NA	NA	CSF3	12985	Leukemia	D007938	NA	Association
Morinda Citrifolia	Rubiaceae	31353737	NA	NA	CSF3	12985	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	35346647	NA	NA	PTEN	5728	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	35346647	NA	NA	GSK3B	2932	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	27106908	NA	NA	JAK2	16452	Liver Neoplasms	D008113	NA	Association
Morinda Citrifolia	Rubiaceae	27106908	NA	NA	JAK2	16452	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	35346647	NA	NA	EIF4EBP1	1978	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	35346647	NA	NA	MAPK1	5594	Breast Neoplasms	D001943	NA	Association
Morinda Citrifolia	Rubiaceae	35346647	NA	NA	MAPK1	5594	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	35819953	morindone	C575654	MDM2	4193	NA	NA	DIRECT-REGULATOR	NA
Morinda Citrifolia	Rubiaceae	35819953	rubiadin	C072500	MDM2	4193	NA	NA	DIRECT-REGULATOR	NA
Morinda Citrifolia	Rubiaceae	21852088	damnacanthal	C079170	GDF15	9518	Colorectal Neoplasms	D015179	ACTIVATOR	Association
Morinda Citrifolia	Rubiaceae	21852088	damnacanthal	C079170	GDF15	9518	Colorectal Neoplasms	D015179	INDIRECT-UPREGULATOR	Association
Morinda Citrifolia	Rubiaceae	41455855	NA	NA	NR1H2	7376	Carcinoma, Hepatocellular	D006528	NA	Association
Morinda Citrifolia	Rubiaceae	41455855	NA	NA	NR1H2	7376	Precancerous Conditions	D011230	NA	Association
Morinda Citrifolia	Rubiaceae	38423379	morindone	C575654	TP53	7157	Colorectal Neoplasms	D015179	INDIRECT-DOWNREGULATOR	Association
Morinda Citrifolia	Rubiaceae	26765787	NA	NA	EGFR	13649	Adenocarcinoma of Lung	D000077192	NA	Association
Morinda Citrifolia	Rubiaceae	22179285	NA	NA	MAPK8	5599	Lung Neoplasms	D008175	NA	Association
Morinda Citrifolia	Rubiaceae	35819953	morindone	C575654	TP53	7157	NA	NA	DIRECT-REGULATOR	NA
Morinda Citrifolia	Rubiaceae	35819953	rubiadin	C072500	TP53	7157	NA	NA	DIRECT-REGULATOR	NA
Morinda Citrifolia	Rubiaceae	35346647	NA	NA	MAP2K4	6416	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	27106908	NA	NA	STAT5A	20850	Liver Neoplasms	D008113	NA	Association
Morinda Citrifolia	Rubiaceae	27106908	NA	NA	STAT5A	20850	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	31353737	NA	NA	SOCS1	12703	Leukemia	D007938	NA	Association
Morinda Citrifolia	Rubiaceae	31353737	NA	NA	SOCS1	12703	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	31353737	NA	NA	PTEN	19211	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	31353737	NA	NA	PTEN	19211	Leukemia	D007938	NA	Association
Morinda Citrifolia	Rubiaceae	31353737	NA	NA	IL10	16153	Leukemia	D007938	NA	Association
Morinda Citrifolia	Rubiaceae	31353737	NA	NA	IL10	16153	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	21852088	damnacanthal	C079170	CEBPB	1051	Colorectal Neoplasms	D015179	INDIRECT-UPREGULATOR	Association
Morinda Citrifolia	Rubiaceae	21852088	damnacanthal	C079170	CEBPB	1051	Colorectal Neoplasms	D015179	ACTIVATOR	Association
Morinda Citrifolia	Rubiaceae	40578961	damnacanthal	C079170	TCF7L2	6934	Colorectal Neoplasms	D015179	INDIRECT-DOWNREGULATOR	Association
Morinda Citrifolia	Rubiaceae	41455855	NA	NA	HMGCR	3156	Precancerous Conditions	D011230	NA	Association
Morinda Citrifolia	Rubiaceae	32648127	NA	NA	BCL2	596	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	26765787	NA	NA	RAF1	110157	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	29374471	NA	NA	ANXA5	308	Breast Neoplasms	D001943	NA	Association
Morinda Citrifolia	Rubiaceae	32648127	NA	NA	NFKB1	4790	Neoplasms	D009369	NA	Association
Morinda Citrifolia	Rubiaceae	32648127	NA	NA	NFKB1	4790	Lung Neoplasms	D008175	NA	Association
Morinda Citrifolia	Rubiaceae	41455855	NA	NA	NR1H3	10062	Precancerous Conditions	D011230	NA	Association
Morinda Citrifolia	Rubiaceae	41455855	NA	NA	NR1H3	10062	Carcinoma, Hepatocellular	D006528	NA	Association
Moringa Oleifera	Moringaceae	34751606	NA	NA	AKT1	207	Neoplasms	D009369	NA	Association
Moringa Oleifera	Moringaceae	34751606	NA	NA	AKT1	207	Neoplasm Metastasis	D009362	NA	Association
Moringa Oleifera	Moringaceae	30204484	NA	NA	BIRC5	332	NA	NA	NA	NA
Moringa Oleifera	Moringaceae	29037871	NA	NA	CASP3	12367	Carcinoma, Ehrlich Tumor	D002286	NA	Association
Moringa Oleifera	Moringaceae	37158366	NA	NA	TLR4	21898	Neoplasms	D009369	NA	Association
Moringa Oleifera	Moringaceae	38643946	NA	NA	NFKB1	4790	Neoplasms	D009369	NA	Association
Moringa Oleifera	Moringaceae	40388996	NA	NA	HAVCR1	171283	Carcinoma, Ehrlich Tumor	D002286	NA	Association
Moringa Oleifera	Moringaceae	37778740	NA	NA	IFNG	15978	Neoplasms	D009369	NA	Association
Moringa Oleifera	Moringaceae	40388996	NA	NA	CAT	12359	Carcinoma, Ehrlich Tumor	D002286	NA	Association
Moringa Oleifera	Moringaceae	38643946	moringin	C000614007	PHB1	5245	Breast Neoplasms	D001943	INDIRECT-UPREGULATOR	Association
Moringa Oleifera	Moringaceae	38643946	moringin	C000614007	PHB1	5245	Neoplasms	D009369	INDIRECT-UPREGULATOR	Association
Moringa Oleifera	Moringaceae	38643946	NA	NA	PHB1	5245	Breast Neoplasms	D001943	NA	Association
Moringa Oleifera	Moringaceae	38643946	NA	NA	PHB1	5245	Neoplasms	D009369	NA	Association
Moringa Oleifera	Moringaceae	26882972	moringin	C000614007	BCL2	596	NA	NA	ACTIVATOR	NA
Moringa Oleifera	Moringaceae	35791483	NA	NA	TP53	7157	Colorectal Neoplasms	D015179	NA	Association
Moringa Oleifera	Moringaceae	29037871	NA	NA	BAK1	12018	Carcinoma, Ehrlich Tumor	D002286	NA	Association
Moringa Oleifera	Moringaceae	28705212	NA	NA	AKT1	207	Neoplasms	D009369	NA	Association
Moringa Oleifera	Moringaceae	34751606	NA	NA	MAPK3	5595	Neoplasms	D009369	NA	Association
Moringa Oleifera	Moringaceae	34751606	NA	NA	MAPK3	5595	Neoplasm Metastasis	D009362	NA	Association
Moringa Oleifera	Moringaceae	34711004	NA	NA	CAT	24248	Neoplasms	D009369	NA	Association
Moringa Oleifera	Moringaceae	31010127	moringin	-	BAX	581	NA	NA	INDIRECT-UPREGULATOR	NA
Moringa Oleifera	Moringaceae	34751606	NA	NA	MAPK1	5594	Neoplasm Metastasis	D009362	NA	Association
